603848,2025-04-09,1300,1314,1316,1270,11407,1474,-38
603843,2025-04-09,301,302,303,276,180813,5178,-163
603839,2025-04-09,460,473,475,436,30066,1371,-63
603838,2025-04-09,428,439,439,400,25167,1052,139
603836,2025-04-09,1379,1342,1380,1271,125392,16352,-496
603833,2025-04-09,6630,6852,6945,6528,30023,20096,276
603829,2025-04-09,1319,1294,1319,1220,15540,1966,-249
603826,2025-04-09,1798,1824,1840,1714,37341,6618,61
603825,2025-04-09,1041,1051,1055,957,62355,6297,-104
603823,2025-04-09,911,907,912,836,59731,5222,-163
603822,2025-04-09,5099,5033,5099,4700,11387,5574,-321
603819,2025-04-09,1360,1364,1400,1280,30997,4142,-222
603818,2025-04-09,244,245,247,225,169228,3993,-41
603817,2025-04-09,508,514,516,489,76791,3850,-19
603816,2025-04-09,2280,2321,2321,2220,49739,11273,-4
603815,2025-04-09,716,719,723,673,103206,7174,-69
603813,2025-04-09,1214,1215,1248,1132,12128,1435,-146
603811,2025-04-09,770,762,770,721,58045,4323,-243
603810,2025-04-09,1130,1121,1130,1056,32686,3560,-286
603809,2025-04-09,1341,1376,1416,1231,242312,32238,88
603808,2025-04-09,610,610,611,576,41415,2456,-129
603806,2025-04-09,1223,1237,1241,1190,168096,20471,-80
603803,2025-04-09,794,819,826,730,159470,12455,149
603801,2025-04-09,1085,1102,1133,1041,60226,6532,27
603800,2025-04-09,2632,2737,2788,2506,41945,11183,-33
603799,2025-04-09,2820,2884,2920,2737,330982,93508,-31
603798,2025-04-09,775,782,784,729,27627,2083,0
603797,2025-04-09,369,370,371,355,49875,1803,-107
603790,2025-04-09,1315,1296,1315,1184,26718,3308,-144
603789,2025-04-09,743,721,743,695,290808,20955,681
603788,2025-04-09,1314,1347,1360,1230,70355,9202,120
603787,2025-04-09,878,884,897,840,44945,3892,-243
603786,2025-04-09,5067,5213,5315,4920,10720,5477,122
603779,2025-04-09,669,681,686,631,108516,7168,-58
603778,2025-04-09,265,271,272,249,114657,2977,150
603777,2025-04-09,1255,1230,1255,1158,119743,14388,-315
603776,2025-04-09,1521,1590,1605,1441,74081,11390,160
603773,2025-04-09,1994,2058,2112,1910,57991,11666,113
603768,2025-04-09,1024,1018,1024,953,40024,3955,-164
603767,2025-04-09,1156,1260,1273,1101,192830,23141,588
603766,2025-04-09,940,1016,1036,922,418199,41054,550
603759,2025-04-09,737,743,743,695,63435,4565,-93
603758,2025-04-09,955,938,975,878,129802,11809,-389
603757,2025-04-09,1920,1918,1950,1817,17895,3362,-204
603755,2025-04-09,2507,2512,2519,2350,9607,2346,-24
603739,2025-04-09,1580,1491,1580,1473,227645,34132,-892
603738,2025-04-09,1280,1316,1330,1212,95127,12181,92
603737,2025-04-09,5147,5388,5400,5008,29906,15506,370
603733,2025-04-09,2030,2010,2032,1967,39082,7811,60
603730,2025-04-09,730,714,730,705,71151,5093,-403
603729,2025-04-09,1310,1306,1315,1200,35293,4432,-143
603728,2025-04-09,5340,5388,5496,4868,124488,64509,73
603727,2025-04-09,1200,1202,1210,1125,38579,4520,-115
603726,2025-04-09,1327,1342,1356,1241,22459,2911,-67
603725,2025-04-09,600,609,616,565,39744,2339,33
603722,2025-04-09,3499,3443,3517,3245,11618,3904,-301
603721,2025-04-09,2130,2173,2190,1980,27814,5799,-5
603719,2025-04-09,1165,1190,1193,1136,80421,9348,-50
603718,2025-04-09,760,741,775,715,337316,24598,-668
603717,2025-04-09,718,726,759,701,214465,15722,55
603716,2025-04-09,876,883,898,810,164919,13941,-189
603713,2025-04-09,4441,4500,4518,4321,10697,4737,-66
603712,2025-04-09,1761,1954,1954,1725,196661,37262,1002
603711,2025-04-09,1306,1331,1336,1257,51031,6589,8
603709,2025-04-09,1217,1217,1217,1217,37851,4606,1004
603708,2025-04-09,1025,1020,1053,979,111774,11297,20
603707,2025-04-09,1101,1060,1121,1039,296099,31422,-807
603706,2025-04-09,1675,1643,1675,1560,13095,2121,-261
603703,2025-04-09,902,921,923,846,78388,6922,77
603701,2025-04-09,1334,1371,1394,1236,44026,5771,208
603700,2025-04-09,994,994,996,912,47002,4499,-50
603699,2025-04-09,2209,2281,2330,2190,52067,11756,75
603698,2025-04-09,1544,1592,1599,1500,24179,3762,212
603697,2025-04-09,1074,1048,1084,991,139917,14498,-187
603696,2025-04-09,791,802,803,754,57265,4456,-37
603693,2025-04-09,1532,1431,1572,1422,344725,49880,-943
603690,2025-04-09,2776,2878,2994,2612,508803,141564,-83
603689,2025-04-09,806,803,809,788,31459,2505,-135
603688,2025-04-09,3100,3504,3504,2968,322602,107363,1002
603687,2025-04-09,602,610,613,575,61487,3650,-49
603686,2025-04-09,1048,1129,1138,994,475937,51168,425
603685,2025-04-09,1080,1111,1119,1040,13370,1433,0
603683,2025-04-09,1004,1009,1023,921,58770,5710,-59
603682,2025-04-09,455,462,470,424,126951,5626,-191
603681,2025-04-09,1140,1123,1140,1064,37349,4090,-201
603680,2025-04-09,719,720,723,666,31756,2240,14
603679,2025-04-09,1042,1044,1051,944,42671,4231,19
603678,2025-04-09,3695,3938,4026,3590,106077,40984,552
603677,2025-04-09,1693,1771,1790,1613,114795,19727,357
603676,2025-04-09,860,859,875,790,32970,2759,-216
603669,2025-04-09,365,369,375,345,94401,3390,-264
603668,2025-04-09,1153,1198,1213,1143,72260,8498,153
603667,2025-04-09,2801,2999,3073,2773,290792,84036,-266
603666,2025-04-09,2830,3205,3207,2714,146183,44953,995
603665,2025-04-09,1405,1423,1439,1324,28018,3848,-7
603663,2025-04-09,1988,2069,2106,1878,121189,24157,157
603662,2025-04-09,5210,5520,5659,4950,116938,62718,314
603661,2025-04-09,2430,2389,2431,2290,11813,2780,-169
603660,2025-04-09,585,602,607,541,166843,9609,152
603659,2025-04-09,1520,1585,1626,1500,179925,28102,0
603658,2025-04-09,4064,4114,4129,4034,17938,7310,0
603657,2025-04-09,1337,1395,1417,1337,82535,11285,-606
603656,2025-04-09,1677,1698,1732,1638,26885,4512,-41
603655,2025-04-09,2197,2200,2239,2050,11001,2355,-192
603650,2025-04-09,2883,3003,3039,2770,64914,19004,235
603648,2025-04-09,873,918,963,848,87530,7973,491
603639,2025-04-09,1138,1131,1153,1114,12774,1443,-233
603638,2025-04-09,1694,1728,1764,1635,62045,10516,-182
603637,2025-04-09,829,837,847,780,41135,3339,-36
603636,2025-04-09,1046,1087,1091,987,175269,18276,187
603633,2025-04-09,676,666,676,620,81778,5306,-235
603630,2025-04-09,1603,1613,1650,1499,122496,19020,-318
603629,2025-04-09,2020,2071,2133,1986,188472,38380,-616
603628,2025-04-09,1079,1061,1079,999,50311,5215,-311
603626,2025-04-09,656,650,656,594,216127,13518,-152
603619,2025-04-09,1490,1526,1540,1432,132724,19670,-199
603618,2025-04-09,555,579,585,523,206777,11480,87
603617,2025-04-09,577,586,588,536,154805,8599,-151
603616,2025-04-09,293,299,300,276,120802,3461,-66
603615,2025-04-09,2090,1971,2090,1904,59155,11541,-681
603613,2025-04-09,2178,2239,2280,2076,105951,23046,77
603612,2025-04-09,1420,1448,1473,1338,117401,16529,-89
603611,2025-04-09,1480,1501,1524,1436,67042,9896,-144
603610,2025-04-09,910,921,922,848,60416,5326,22
603609,2025-04-09,874,862,925,835,212423,18454,-379
603607,2025-04-09,1508,1555,1567,1438,34384,5162,58
603606,2025-04-09,4720,4801,4839,4674,45607,21704,2
603605,2025-04-09,7600,7640,7676,7373,38494,29035,-122
603602,2025-04-09,1385,1423,1447,1315,61006,8417,-84
603601,2025-04-09,301,307,308,283,205605,6069,-32
603600,2025-04-09,872,881,886,826,84151,7220,103
603599,2025-04-09,1119,1094,1123,1065,79726,8694,-267
603598,2025-04-09,1475,1490,1508,1359,91894,13067,-132
603596,2025-04-09,4993,5024,5159,4839,72233,36191,-164
603595,2025-04-09,1490,1566,1579,1463,70920,10683,-363
603590,2025-04-09,2570,2537,2570,2323,39225,9565,-90
603589,2025-04-09,3461,3518,3530,3434,43633,15179,69
603588,2025-04-09,484,490,492,464,357352,17080,-101
603587,2025-04-09,1137,1122,1137,1083,19179,2119,-141
603586,2025-04-09,1185,1199,1211,1118,28001,3257,-180
603585,2025-04-09,1405,1364,1407,1292,44027,5876,-501
603583,2025-04-09,2951,3073,3117,2822,180088,53484,-198
603580,2025-04-09,1557,1528,1557,1407,17325,2556,-224
603579,2025-04-09,1724,1773,1788,1724,165728,28826,-746
603578,2025-04-09,1229,1210,1229,1166,56433,6686,-664
603577,2025-04-09,720,733,736,672,68801,4849,-95
603569,2025-04-09,838,811,838,767,341695,27062,-481
603568,2025-04-09,1880,1874,1880,1820,51088,9450,-32
603567,2025-04-09,1022,1022,1025,990,42682,4300,-126
603566,2025-04-09,1362,1322,1367,1288,131720,17417,-193
603565,2025-04-09,996,995,1008,960,201425,19746,30
603558,2025-04-09,824,816,825,788,36880,2977,-204
603556,2025-04-09,3130,3125,3218,3077,36552,11506,-35
603551,2025-04-09,978,963,993,940,17097,1642,-292
603538,2025-04-09,1230,1220,1230,1140,77827,9192,-363
603536,2025-04-09,855,855,859,794,89720,7400,-127
603535,2025-04-09,720,769,794,698,58365,4328,308
603533,2025-04-09,1590,1653,1655,1518,71359,11373,172
603530,2025-04-09,2279,2277,2292,2151,27124,6048,-96
603529,2025-04-09,4241,4350,4450,4197,30134,13091,95
603528,2025-04-09,661,683,685,620,142397,9344,15
603527,2025-04-09,776,798,804,733,96057,7369,-87
603520,2025-04-09,800,791,800,744,71006,5506,-235
603519,2025-04-09,1053,1035,1053,981,23404,2368,-227
603518,2025-04-09,804,814,817,762,62333,4924,-85
603517,2025-04-09,1530,1549,1554,1479,199781,30255,-58
603516,2025-04-09,3316,3586,3599,3195,109736,37030,101
603515,2025-04-09,1510,1515,1525,1486,17033,2563,-137
603511,2025-04-09,1191,1205,1215,1150,17303,2035,-74
603508,2025-04-09,2161,2166,2192,2100,32601,7009,-110
603507,2025-04-09,2125,2140,2220,2125,391432,83897,-936
603506,2025-04-09,920,954,965,865,42964,3925,192
603505,2025-04-09,2211,2223,2245,2125,34946,7659,-63
603501,2025-04-09,11300,11982,12248,11150,227220,267528,406
603500,2025-04-09,668,679,686,616,80361,5173,30
603499,2025-04-09,2070,2108,2160,2023,57931,11964,-623
603496,2025-04-09,2330,2418,2451,2177,149034,34783,126
603489,2025-04-09,2230,2259,2318,2042,33145,7213,89
603488,2025-04-09,640,658,666,600,32986,2074,123
603486,2025-04-09,4497,4507,4618,4230,84912,37560,-249
603477,2025-04-09,2329,2390,2500,2173,566478,133291,346
603466,2025-04-09,795,815,819,734,180001,13975,12
603458,2025-04-09,544,588,593,509,124093,6882,595
603456,2025-04-09,1256,1243,1256,1190,180820,22111,-274
603444,2025-04-09,20201,20900,21003,19821,9136,18652,205
603439,2025-04-09,1192,1202,1208,1145,48270,5659,-83
603429,2025-04-09,735,716,736,673,63441,4429,-259
603421,2025-04-09,562,573,585,521,89931,4927,-17
603416,2025-04-09,4505,4520,4625,4349,49188,22080,-646
603409,2025-04-09,3400,3278,3400,3068,19335,6227,-373
603408,2025-04-09,1062,1048,1082,1025,28817,3027,-385
603399,2025-04-09,761,766,769,702,78787,5809,-78
603398,2025-04-09,1057,1063,1067,973,141220,14412,-139
603396,2025-04-09,2245,2230,2247,2108,18938,4123,-215
603395,2025-04-09,4568,4693,4803,4549,71523,33596,274
603393,2025-04-09,2640,2649,2661,2576,37841,9921,-79
603392,2025-04-09,6499,6491,6580,6360,23843,15420,-90
603391,2025-04-09,4157,4210,4310,3982,13216,5472,115
603390,2025-04-09,845,867,870,790,65694,5446,-80
603389,2025-04-09,491,522,535,471,110047,5572,398
603387,2025-04-09,768,765,772,731,57309,4311,-129
603386,2025-04-09,869,888,894,811,75527,6452,-100
603385,2025-04-09,569,566,573,536,63646,3526,-374
603383,2025-04-09,3651,3724,3850,3551,66131,24674,68
603381,2025-04-09,1927,1905,1927,1800,12961,2424,-175
603380,2025-04-09,1888,1897,1950,1801,16127,3009,-201
603379,2025-04-09,3846,3914,3942,3790,39442,15224,-38
603378,2025-04-09,569,573,576,540,41224,2305,-87
603375,2025-04-09,2970,3078,3132,2833,20085,5983,75
603373,2025-04-09,2688,2725,2743,2612,7650,2043,0
603369,2025-04-09,5380,5404,5425,5214,39605,21149,6
603368,2025-04-09,1633,1643,1644,1592,67110,10861,-6
603367,2025-04-09,1326,1322,1339,1286,35230,4613,-142
603366,2025-04-09,873,868,879,783,192065,16134,81
603365,2025-04-09,1422,1440,1460,1391,8706,1238,-177
603360,2025-04-09,2538,2605,2716,2335,139713,35451,58
603359,2025-04-09,443,451,452,410,203304,8763,-66
603358,2025-04-09,3350,3363,3429,3200,16391,5401,-249
603357,2025-04-09,901,901,904,863,94133,8339,-131
603356,2025-04-09,1131,1143,1148,1057,17948,1975,-9
603355,2025-04-09,2002,2010,2048,1899,33953,6725,-224
603353,2025-04-09,1322,1377,1385,1256,69690,9198,-72
603351,2025-04-09,2140,2044,2156,1997,18609,3832,-611
603350,2025-04-09,2890,2943,2965,2695,14684,4154,-41
603348,2025-04-09,1989,1965,1989,1828,59161,11312,-180
603345,2025-04-09,7800,7930,8009,7640,36573,28651,76
603344,2025-04-09,2012,2047,2067,1907,26700,5334,-210
603341,2025-04-09,3419,3435,3477,3234,41618,14035,-32
603339,2025-04-09,1013,1013,1021,951,37432,3687,-49
603338,2025-04-09,4361,4322,4400,4208,79788,34475,-299
603337,2025-04-09,2552,2602,2628,2460,28730,7363,97
603336,2025-04-09,665,664,697,606,1305645,87753,473
603335,2025-04-09,354,353,358,333,123305,4250,-434
603333,2025-04-09,460,476,479,433,127523,5780,237
603332,2025-04-09,788,814,816,737,73517,5730,150
603331,2025-04-09,818,818,825,775,44082,3516,-97
603330,2025-04-09,734,734,768,734,192752,14207,-1005
603329,2025-04-09,1375,1391,1419,1292,68524,9098,-313
603328,2025-04-09,747,768,779,709,213846,15939,-52
603327,2025-04-09,1018,1031,1041,944,67559,6707,0
603326,2025-04-09,760,719,760,686,124395,8729,-564
603325,2025-04-09,8600,8699,8838,8304,4180,3583,45
603324,2025-04-09,2239,2298,2323,2122,19258,4292,-221
603323,2025-04-09,496,495,497,485,314618,15424,-100
603322,2025-04-09,3800,3888,3936,3551,56272,21104,128
603321,2025-04-09,652,661,670,611,61968,3963,-45
603320,2025-04-09,1421,1444,1475,1321,32757,4577,-62
603319,2025-04-09,2505,2561,2616,2404,177328,44416,-412
603318,2025-04-09,580,589,590,550,70049,4006,51
603317,2025-04-09,1442,1428,1460,1400,137571,19622,-192
603316,2025-04-09,477,486,487,446,64335,2998,-82
603315,2025-04-09,1046,1078,1092,989,106966,11126,-128
603313,2025-04-09,740,723,740,688,264247,18835,-321
603312,2025-04-09,3489,3572,3619,3238,18257,6303,-58
603311,2025-04-09,820,832,837,779,25780,2087,-119
603310,2025-04-09,1609,1598,1609,1500,19304,3006,-81
603309,2025-04-09,1035,1030,1035,986,39815,4021,-181
603308,2025-04-09,1560,1605,1632,1471,134568,21082,50
603307,2025-04-09,3221,3062,3221,2957,11191,3368,-682
603306,2025-04-09,2900,2901,2965,2656,73558,20679,-169
603305,2025-04-09,1090,1087,1093,996,233849,24500,-55
603303,2025-04-09,1110,1090,1118,1071,23802,2604,-311
603301,2025-04-09,1961,1981,1987,1879,25611,4961,-45
603300,2025-04-09,869,908,922,830,1804490,159461,-11
603299,2025-04-09,1036,1015,1036,1003,100985,10252,-278
603298,2025-04-09,1630,1702,1707,1601,90360,14984,83
603297,2025-04-09,7032,7404,7550,6688,15319,10936,175
603296,2025-04-09,5788,5816,6022,5550,160465,93256,-92
603291,2025-04-09,1087,1079,1087,1004,37888,3956,-218
603290,2025-04-09,7773,8096,8205,7522,30039,23817,229
603289,2025-04-09,740,735,744,688,85799,6166,-134
603288,2025-04-09,4080,4187,4199,4050,199535,82527,163
603286,2025-04-09,2469,2370,2469,2222,86997,20163,-401
603285,2025-04-09,1960,2005,2015,1851,38767,7473,-79
603283,2025-04-09,4350,4332,4411,4092,95948,40455,-473
603282,2025-04-09,1341,1335,1350,1271,14564,1904,-227
